시도교육청코드,시도교육청명,행정구역명,학원교습소명,학원지정번호,학원명,개설일자,등록일자,등록상태명,휴원시작일자,휴원종료일자,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정목록명,교습과정명,인당수강료내용,수강료공개여부,기숙사학원여부,도로명우편번호,도로명주소,도로명상세주소,수정일
B10,서울특별시교육청,강서구,학원,3000041329,우리그림승연미술학원,20220426,20220426,개원,,,12,12,기예(대),기예(중),,미술,,Y,N,07774,서울특별시 강서구 강서로 43,/ 803호 (화곡동/ 도양라비앙타워),20230226
B10,서울특별시교육청,강서구,학원,3000037928,우장산로드맵보습학원,20201125,20201125,개원,,,162,83,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,07639,서울특별시 강서구 강서로 267,/ 송화쇼핑센터 G042호 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000034781,우장산수학학원,20190710,20190710,개원,,,56,62,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07705,서울특별시 강서구 강서로45가길 11,/ 3층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,30097,우장산캠퍼스정이조영어학원,20101018,20101018,개원,,,255,197,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),,Y,N,07639,서울특별시 강서구 강서로 267,/ 6층 G061호/G063호 (내발산동/ 송화쇼핑센터),20230226
B10,서울특별시교육청,강서구,학원,4527,우진독서실,20040419,20040419,개원,,,215,100,독서실,독서실,,독서실(유아/초·중·고),,N,,157900,서울특별시 강서구 곰달래로53가길 3,4층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000039319,울림실용음악학원,20210705,20210705,개원,,,40,47,예능(대),예능(중),,음악,,Y,N,07583,서울특별시 강서구 강서로56가길 41,/ 7층 (등촌동/ 민경빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000010645,웅진씽크빅학습센터등촌학원,20110406,20110406,개원,,,119,68,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07570,서울특별시 강서구 공항대로55길 33,/ 3층 (등촌동),20230226
B10,서울특별시교육청,강서구,학원,3000036088,웅진씽크빅학습센터마곡2학원,20200114,20200114,개원,,,180,56,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07807,서울특별시 강서구 마곡중앙로 59-21,/ 에이스타워Ⅱ 421호/422호 (마곡동/ 에이스타워2),20230226
B10,서울특별시교육청,강서구,학원,3000022672,웅진씽크빅학습센터마곡학원,20150313,20150313,개원,,,180,15,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157210,서울특별시 강서구 마곡중앙5로 81,/ 에스비타운 708호 (마곡동),20230226
B10,서울특별시교육청,강서구,학원,3000032726,웅진씽크빅학습센터방화학원,20181005,20181005,개원,,,180,150,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07595,서울특별시 강서구 방화대로34길 92,/ 불해빌딩 3층일부 (방화동),20230226
B10,서울특별시교육청,강서구,학원,3000019972,웅진씽크빅학습센터화곡학원,20140430,20140430,개원,,,180,81,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157010,서울특별시 강서구 우현로 13,/ 3층 (화곡동/한주F&I),20230226
B10,서울특별시교육청,강서구,학원,3000038460,웅진프라임강서학원,20210218,20210218,개원,,,180,77,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07678,서울특별시 강서구 화곡로 258,/ 6층 (화곡동/ 대한빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000038847,웅진프라임등촌학원,20210416,20210416,개원,,,119,106,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07587,서울특별시 강서구 공항대로41길 50,/ 303호~306호 (등촌동/ 보고시티프라자),20230226
B10,서울특별시교육청,강서구,학원,3000042947,웅진프라임마곡학원,20221216,20221216,개원,,,60,30,입시.검정 및 보습,보통교과,,보습,,Y,N,07605,서울특별시 강서구 방화대로31길 2,/ 4층 (방화동),20230226
B10,서울특별시교육청,강서구,학원,3000040574,원더폴댄스학원,20220106,20220106,개원,,,11,10,기예(대),기예(중),,댄스,,Y,N,07526,서울특별시 강서구 양천로 461,/ 4층일부 (가양동/ 주영빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000021299,원탑스터디센터마곡독서실,20141020,20141020,개원,,,4949,101,독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),,Y,N,157937,서울특별시 강서구 수명로 68-27,/ 201호일부/202호 (내발산동/ 웨스트엔드 문화센터),20230226
B10,서울특별시교육청,강서구,학원,3000032346,웹툰앤툰만화학원,20180802,20180802,개원,,,140,20,기타(대),기타(중),통신/,통신,,Y,N,07595,서울특별시 강서구 방화대로34길 102,/ 2층 일부 (방화동),20230226
B10,서울특별시교육청,강서구,학원,1000034637,위너스수학학원,20010330,20010330,개원,,,35,50,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,N,N,157918,서울특별시 강서구 강서로45길 29,/ 5층일부 (화곡동/진명빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000020813,위더스아카데미학원,20140806,20140806,개원,,,192,60,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07555,서울특별시 강서구 양천로 682,/ 3층 (염창동/ 동광빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000024821,위더스영수학원,20151207,20151207,개원,,,68,77,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07711,서울특별시 강서구 화곡로13길 28,/ 3층 일부 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,30711,위드멘토학원,20101213,20101213,개원,,,180,70,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157280,서울특별시 강서구 공항대로42길 63,2층 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000033202,위드유(with you)영어수학전문학원,20181211,20181211,개원,,,56,40,입시.검정 및 보습,보통교과,,보습,,Y,N,07625,서울특별시 강서구 방화대로7길 44,/ 대산빌딩 2층/ 3층 (공항동),20230226
B10,서울특별시교육청,강서구,학원,3000035763,위버지니어스강서마곡학원,20191206,20191206,개원,,,400,178,종합(대),,실용외국어(유아/초·중·고)/기타(소)/,,,Y,N,07805,서울특별시 강서구 공항대로 242,/ 408호~414호 (마곡동/ 열린M타워Ⅱ),20230226
B10,서울특별시교육청,강서구,학원,3000036365,위원더영어학원,20200220,20200220,개원,,,96,75,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07599,서울특별시 강서구 방화대로 294,/ 508호/603호 (마곡동/ 마곡더블유타워),20230226
B10,서울특별시교육청,강서구,학원,3000019280,위즈덤학원,20140212,20140212,개원,,,240,25,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157846,서울특별시 강서구 양천로26길 35,/ 2층일부 (방화동/언약),20230226
B10,서울특별시교육청,강서구,학원,3000042017,유나피아노학원,20220803,20220803,개원,,,10,37,예능(대),예능(중),,음악,,Y,N,07599,서울특별시 강서구 마곡중앙5로 87,/ 우성르보아투 305호 (마곡동/ 우성르보아투),20230226
B10,서울특별시교육청,강서구,학원,3000040049,유니팝염창미술학원,20211101,20211101,개원,,,58,21,예능(대),예능(중),미술/,미술,,Y,N,07554,서울특별시 강서구 양천로 646-32,/ 2층 (염창동),20230226
B10,서울특별시교육청,강서구,학원,3000018317,유베스타학원,20131014,20131014,개원,,,22,50,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157861,서울특별시 강서구 양천로69길 18,/ 극동아파트 상가동 201호 (염창동/극동아파트),20230226
B10,서울특별시교육청,강서구,학원,3000016283,유씨오홍수학학원,20130201,20130201,개원,,,176,50,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07640,서울특별시 강서구 강서로45길 49-10,/ 2층 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000035900,유인어스학원,20191223,20191223,개원,,,820,146,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07632,서울특별시 강서구 강서로 327,/ 4층 일부 (내발산동/ 원영빌딩),20230226
B10,서울특별시교육청,강서구,학원,19786,유키즈보습학원,20080229,20080229,개원,,,135,72,입시.검정 및 보습,보통교과,보습/,보습,,N,N,157910,서울특별시 강서구 곰달래로22길 35,4 5층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,9879,윤선생아이지에스이(Igse)하이스트포미염창학원,20050509,20050509,개원,,,55,68,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07540,서울특별시 강서구 양천로 691-3,/ 2층 일부 (염창동),20230226
B10,서울특별시교육청,강서구,학원,3000023640,윤선생아이지에스이아카데미(IGSE Academy)마곡학원,20150707,20150707,개원,,,177,48,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157210,서울특별시 강서구 마곡중앙5로 81,/ 701호 (마곡동/ 에스비타운),20230319
B10,서울특별시교육청,강서구,학원,3000025623,윤선생영어숲우장산학원,20160309,20160309,개원,,,101,70,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07681,서울특별시 강서구 강서로48길 33,/ 2층 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,1000031929,윤정희피아노학원,19891213,19891213,개원,,,60,64,예능(대),예능(중),음악/,음악,,N,,157855,서울특별시 강서구 방화대로37길 35,현대아파트 상가301호 (방화동),20230226
B10,서울특별시교육청,강서구,학원,1000031951,율뮤직아카데미학원,19890617,19890617,개원,,,49,80,예능(대),예능(중),음악/,음악,,Y,N,07552,서울특별시 강서구 양천로66길 6,/ 삼성한사랑아파트 생활편익시설 203호/ 204호 (등촌동/ 삼성한사랑아파트),20230226
B10,서울특별시교육청,강서구,학원,3000043116,으뜸학원,20230118,20230118,개원,,,27,22,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07638,서울특별시 강서구 강서로45길 92-32,/ 2층 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,8328,은혜간호조무사학원,20050218,20050218,개원,,,305,73,직업기술,간호보조기술,간호조무사/,간호조무사,,Y,N,07715,서울특별시 강서구 화곡로 162,/ 4층/ 5층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,1000034150,음악나라음악학원,19981027,19981027,개원,,,40,80,예능(대),예능(중),음악/,음악,,Y,N,157930,서울특별시 강서구 공항대로41길 66,/ 504/505호 (등촌동/세신종합상가),20230226
B10,서울특별시교육청,강서구,학원,27885,의사대염경캠퍼스학원,20100312,20100312,개원,,,38,77,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157798,서울특별시 강서구 양천로69길 58 ,염창동아아파트상가 201/202호(염창동),20230226
B10,서울특별시교육청,강서구,학원,3000025491,의심을확신으로바꾸는강의용수학학원,20160226,20160226,개원,,,108,80,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07651,서울특별시 강서구 강서로 348,/ 상가1동 406호/415호/416호 (내발산동/ 우장산힐스테이트),20230226
B10,서울특별시교육청,강서구,학원,3000042018,이데아수학학원,20220803,20220803,개원,,,30,27,입시.검정 및 보습,보통교과,,보습,,Y,N,07591,서울특별시 강서구 강서로54길 90,/ 3층 (등촌동),20230226
B10,서울특별시교육청,강서구,학원,3000042260,이람고등관학원,20220902,20220902,개원,,,288,66,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07635,서울특별시 강서구 수명로 68-23,/ 5층 일부 (내발산동/ 더이안타워),20230226
B10,서울특별시교육청,강서구,학원,3000024761,이람학원,20151130,20151130,개원,,,139,66,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07635,서울특별시 강서구 수명로 68-23,/ 5층 일부 (내발산동/ 더이안타워),20230226
B10,서울특별시교육청,강서구,학원,3000043024,이마고에듀케이션학원,20221212,20221212,개원,,,840,70,입시.검정 및 보습,보통교과,,보습,,Y,N,07605,서울특별시 강서구 방화대로31길 2,/ 6층 일부 (방화동),20230226
B10,서울특별시교육청,강서구,학원,6820,이보영의토킹클럽등촌학원,20041027,20041027,개원,,,40,84,입시.검정 및 보습,보통교과,,보습,,Y,N,07668,서울특별시 강서구 등촌로39길 6,/ 3층2호 (등촌동),20230226
B10,서울특별시교육청,강서구,학원,7581,이보영의토킹클럽마곡1/방화학원,20041230,20041230,개원,,,64,89,입시.검정 및 보습,보통교과,,보습,,Y,N,157210,서울특별시 강서구 마곡중앙5로 81,/ 에스비타운 808호 (마곡동),20230226
B10,서울특별시교육청,강서구,학원,3000032821,이산수학특화학원,20181022,20181022,개원,,,96,70,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07599,서울특별시 강서구 마곡중앙5로 81,/ 에스비타운 802호 (마곡동),20230226
B10,서울특별시교육청,강서구,학원,3000041305,이산수학학원,20220420,20220420,개원,,,80,32,입시.검정 및 보습,보통교과,,보습,,Y,N,07599,서울특별시 강서구 마곡중앙5로 81,/ 803호 (마곡동/ 에스비타운),20230226
B10,서울특별시교육청,강서구,학원,3000043021,이상추구학원,20221214,20221214,개원,,,40,54,입시.검정 및 보습,보통교과,,보습,,Y,N,07719,서울특별시 강서구 가로공원로 191,/ 301호 (화곡동/ 류성빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000025465,이스토리아카데미학원,20160223,20160223,개원,,,45,89,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07599,서울특별시 강서구 마곡중앙5로 81,/ 에스비타운 508호 (마곡동),20230226
B10,서울특별시교육청,강서구,학원,3000018923,이아이이(EiE)어학원,20131226,20131224,개원,,,64,24,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),,Y,N,07546,서울특별시 강서구 양천로65길 17,/ 2층/ 3층 (염창동),20230226
B10,서울특별시교육청,강서구,학원,31195,이앤엠학원,20110125,20110125,개원,,,34,82,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157835,서울특별시 강서구 강서로 257,4층일부 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000037988,이엔씨학원,20201203,20201203,개원,,,720,70,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07599,서울특별시 강서구 마곡중앙5로 81,/ 303호 (마곡동/ 에스비타운),20230226
B10,서울특별시교육청,강서구,학원,3000025916,이엠피학원,20160408,20160408,개원,,,160,30,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07599,서울특별시 강서구 마곡중앙3로 74,/ 3층 (마곡동),20230226
B10,서울특별시교육청,강서구,학원,3000042248,이재용더(the)쉬운수학학원,20220902,20220902,개원,,,60,51,입시.검정 및 보습,보통교과,,보습,,Y,N,07705,서울특별시 강서구 강서로45길 9,/ 4층 일부 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,1000033588,이정순댄스아카데미학원,19960308,19960308,개원,,,340,40,예능(대),예능(중),무용/,무용,,Y,N,07619,서울특별시 강서구 방화동로 20,/ 3층 (공항동),20230226
B10,서울특별시교육청,강서구,학원,19710,이지수학보습학원,20080222,20080222,개원,,,10,25,입시.검정 및 보습,보통교과,보습/,보습,,N,,157930,서울특별시 강서구 공항대로41길 76,501호일부 (등촌동),20230226
B10,서울특별시교육청,강서구,학원,3000026067,이지스수학학원,20160511,20160511,개원,,,35,70,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07599,서울특별시 강서구 방화대로 294,/ 마곡더블유타워 808/809호 (마곡동/ 마곡더블유타워),20230226
B10,서울특별시교육청,강서구,학원,3000043225,이창용수학학원,20230206,20230206,개원,,,60,46,입시.검정 및 보습,보통교과,,보습,,Y,N,07651,서울특별시 강서구 강서로 348,/ 상가1동 303호/304호 (내발산동/ 우장산힐스테이트),20230226
B10,서울특별시교육청,강서구,학원,3000036003,이케이영어전문학원,20200107,20200107,개원,,,32,64,입시.검정 및 보습,보통교과,,보습,,Y,N,07639,서울특별시 강서구 강서로 279,/ 4층 일부 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000024576,이투스24/7학원,20151111,20151111,개원,,,700,72,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07651,서울특별시 강서구 강서로 348,/ 우장산힐스테이트 상가1동 207호 (내발산동/ 우장산힐스테이트),20230226
B10,서울특별시교육청,강서구,학원,3000019860,이튼강서독학재수학원,20140415,20140415,개원,,,320,80,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157918,서울특별시 강서구 강서로 213,/ 우장산새마을금고 3층일부/4층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,25720,인성학원,20091001,20091001,개원,,,152,58,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07715,서울특별시 강서구 화곡로26가길 32,/ 2~3층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000027265,인스타학원,20161014,20161014,개원,,,120,80,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07638,서울특별시 강서구 강서로47길 45,/ 3층 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000039313,인텔마이티인공지능코딩학원,20210702,20210702,개원,,,124,36,기타(대),기타(중),컴퓨터(소)/,컴퓨터(소),,Y,N,07705,서울특별시 강서구 강서로45길 17,/ 4층 (화곡동/ 창건빌딩),20230226
B10,서울특별시교육청,강서구,학원,1000034406,일프로보습학원,20000320,20000320,개원,20170201,20170801,35,150,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,157280,서울특별시 강서구 강서로 304,4층 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000035190,잇올스파르타강서독학관리학원,20190909,20190910,개원,,,273,47,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,07806,서울특별시 강서구 마곡중앙4로 74,/ 이웰메디파크 503호/504호/505호 일부 (마곡동),20230226
B10,서울특별시교육청,강서구,학원,3000035179,잇올스파르타프리미엄관리형독서실,20190909,20190909,개원,,,651,93,독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),,Y,N,07806,서울특별시 강서구 마곡중앙4로 74,/ 이웰메디파크 505호일부/ 506호~509호 (마곡동),20230226
B10,서울특별시교육청,강서구,학원,15991,잉글리쉬무무내발산어학원,20070117,20070117,개원,,,490,95,국제화,외국어,,외국어,,N,N,07680,서울특별시 강서구 강서로 316,/ 4층 (내발산동/ 창우빌딩),20230226
B10,서울특별시교육청,강서구,학원,8327,잉글리쉬플래너학원,20050218,20050218,개원,,,80,187,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07542,서울특별시 강서구 양천로73길 33,/ 3층 (염창동/ 유앤아이빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000037515,잉크레더블강서학원,20200914,20200914,개원,,,24,36,입시.검정 및 보습,보통교과,,보습,,Y,N,07639,서울특별시 강서구 강서로 275,/ 정우빌딩 3층 (내발산동/ 정우빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000042154,잼교육학원,20220829,20220829,개원,,,18,40,기타(대),기타(중),,기타(소),,Y,N,07808,서울특별시 강서구 공항대로 124,/ 마곡엠벨리11단지 판매시설동 1101동 109호 (마곡동/ 마곡엠밸리11단지),20230226
B10,서울특별시교육청,강서구,학원,9874,전상준극강영어학원,20050507,20050507,개원,,,90,61,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157930,서울특별시 강서구 공항대로41길 50,/ 701/702/703호 (등촌동),20230226
B10,서울특별시교육청,강서구,학원,3000042443,정민혜밀착영어학원,20221012,20221012,개원,,,12,38,입시.검정 및 보습,보통교과,,보습,,Y,N,07639,서울특별시 강서구 강서로45라길 18,/ 2층 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,14396,정상플러스학원,20060728,20060728,개원,,,120,60,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07545,서울특별시 강서구 양천로67길 15,/ 3층 일부 (염창동),20230226
B10,서울특별시교육청,강서구,학원,1000033636,정석사관학원,19960410,19960410,개원,,,308,70,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,157850,서울특별시 강서구 양천로14길 52,2층 (방화동),20230226
B10,서울특별시교육청,강서구,학원,1000031819,정석학원,19890410,19890410,개원,,,81,82,입시.검정 및 보습,보통교과,보습/,보습,,N,N,07759,서울특별시 강서구 곰달래로31길 15,/ 디헤리움 201호 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,1000034336,정음악학원,19991115,19991115,개원,,,36,80,예능(대),예능(중),음악/,음악,,Y,N,157857,서울특별시 강서구 방화대로50길 7,대림A상가 2층201~203 (방화동),20230226
B10,서울특별시교육청,강서구,학원,3000033119,제더스아카데미학원,20181130,20181130,개원,,,73,31,기타(대),기타(중),컴퓨터(소)/,컴퓨터(소),,Y,N,07798,서울특별시 강서구 마곡서로 133,/ 201호 일부/ 202호 (마곡동/ 마곡엠밸리7단지),20230226
B10,서울특별시교육청,강서구,학원,21445,제이아트(J Art)음악학원,20080801,20080801,개원,,,80,44,예능(대),예능(중),,음악,,Y,N,07635,서울특별시 강서구 수명로 76,/ 서울메디스테이트빌딩 702호 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,13790,제이앤씨학원,20060526,20060526,개원,,,32,48,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157918,서울특별시 강서구 강서로45길 33,2층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,18222,제이앤영어전문학원,20070904,20070904,개원,,,48,70,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157280,서울특별시 강서구 강서로46길 39,2층 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000034603,제이앤제이(J&J)댄스스포츠학원,20190614,20190614,개원,,,100,20,기예(대),기예(중),,댄스,,Y,N,07786,서울특별시 강서구 등촌로 21,/ 4층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,26373,제이윤음악학원,20091113,20091113,개원,,,36,53,예능(대),예능(중),음악/,음악,,Y,N,157844,서울특별시 강서구 등촌로53길 39,태진아름아파트 3층(302/304호)(등촌동),20230226
B10,서울특별시교육청,강서구,학원,3000016285,제이케이에스(JKS)조이주니어학원,20130201,20130201,개원,,,60,60,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07782,서울특별시 강서구 곰달래로 168,/ 동연빌딩 2층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000012585,제이케이학원,20111118,20111118,개원,,,120,72,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157840,서울특별시 강서구 공항대로55길 33,/ 2층 일부 (등촌동/성명빌딩),20230312
B10,서울특별시교육청,강서구,학원,26875,제일학원,20091216,20091216,개원,,,120,46,입시.검정 및 보습,보통교과,,보습,,Y,N,157861,서울특별시 강서구 양천로69길 19,2층일부 (염창동),20230226
B10,서울특별시교육청,강서구,학원,4374,제플린영어보습학원,20040406,20040406,개원,,,118,119,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157926,서울특별시 강서구 강서로45길 49-38,/ 3층 (화곡동/등용빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000026412,젠큐브독서실,20160617,20160617,개원,,,194,97,독서실,독서실,,독서실(유아/초·중·고),,Y,N,07595,서울특별시 강서구 방화대로34길 92,/ 4층일부 (방화동/ 불해빌딩),20230226
B10,서울특별시교육청,강서구,학원,10898,조은미술학원,20050805,20050805,개원,,,50,58,예능(대),예능(중),미술/,미술,,Y,N,07722,서울특별시 강서구 까치산로4길 11,/ 2층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000041546,조이피아노음악학원,20220530,20220530,개원,,,48,16,예능(대),예능(중),,음악,,Y,N,07586,서울특별시 강서구 공항대로41길 65,/ 401호 (등촌동),20230226
B10,서울특별시교육청,강서구,학원,1000033267,조태영음악학원,19950111,19950111,개원,,,80,60,예능(대),예능(중),음악/,음악,,Y,N,157850,서울특별시 강서구 양천로14길 78,3층 (방화동),20230226
B10,서울특별시교육청,강서구,학원,3000040399,주공수학과학전문학원,20211217,20211217,개원,,,24,30,입시.검정 및 보습,보통교과,,보습,,Y,N,07638,서울특별시 강서구 강서로47나길 6,/ 3층 (내발산동),20230226
B10,서울특별시교육청,강서구,학원,3000041124,주니어줄리어드음악학원,20220325,20220325,개원,,,110,32,예능(대),예능(중),음악/,음악,,Y,N,07722,서울특별시 강서구 초록마을로8길 4,/ 1층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,21031,주니퍼실용음악학원,20080620,20080620,개원,,,102,34,예능(대),예능(중),,예능(중),,Y,N,157750,서울특별시 강서구 양천로 489,/ 상가동 301호/302호/303호 (가양동/ 가양우성아파트),20230226
B10,서울특별시교육청,강서구,학원,6490,주영보습학원,20021128,20021128,개원,,,234,86,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157836,서울특별시 강서구 등촌로39길 13,2층 (등촌동),20230226
B10,서울특별시교육청,강서구,학원,3000018100,쥴리아드음악학원,20130904,20130904,개원,,,940,47,예능(대),예능(중),음악/,음악,,Y,N,157280,서울특별시 강서구 강서로46길 47,/ 2층 (내발산동/동산빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000017259,즐겨찾기컴퓨터학원,20100928,20100928,개원,,,70,72,직업기술,컴퓨터,컴퓨터(정보처리/통신기기/인터넷/소프트웨어)/,컴퓨터(정보처리/통신기기/인터넷/소프트웨어),,Y,N,07770,서울특별시 강서구 강서로17길 25,/ 7층 일부 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000012268,지앤비발산보습학원,20111018,20111018,개원,,,80,92,입시.검정 및 보습,보통교과,,보습,,Y,N,07632,서울특별시 강서구 강서로 327,/ 5층일부 (내발산동/ 원영빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000024404,지앤비영어전문학원,20151026,20151026,개원,,,150,70,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07726,서울특별시 강서구 까치산로4길 50,/ 1층일부/ 2층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,12478,지평학원,20060116,20060116,개원,,,129,79,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07668,서울특별시 강서구 등촌로47길 8,/ 지평학원 2층 3층 (등촌동),20230226
B10,서울특별시교육청,강서구,학원,1000033439,지학보습학원,19950904,19950904,개원,,,132,283,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07748,서울특별시 강서구 곰달래로49길 41,/ 2층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,15215,짜요짜요중국어학원,20061113,20061113,개원,,,4,55,입시.검정 및 보습,보통교과,보습/,보습,,N,N,157918,서울특별시 강서구 강서로45다길21,2층(화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000020812,차별과특별함학원,20140806,20140806,개원,,,330,111,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,157855,서울특별시 강서구 방화대로37길 15,/ 상가동 201호~204호 (방화동/신동아아파트),20230226
B10,서울특별시교육청,강서구,학원,3000029337,참조은음악학원,20170629,20170629,개원,,,40,44,예능(대),예능(중),,음악,,Y,N,07722,서울특별시 강서구 까치산로4길 11,/ 4층 (화곡동),20230226
B10,서울특별시교육청,강서구,학원,3000022693,참포도나무엠베스트에스이(SE)학원,20150317,20150317,개원,,,114,59,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,07714,서울특별시 강서구 화곡로 161,/ 401호일부 (화곡동/ 대성빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000018917,창조의아침미술학원,20131220,20131220,개원,,,120,51,예능(대),예능(중),미술/,미술,,Y,N,157280,서울특별시 강서구 강서로 308,/ 4층일부 (내발산동/신양빌딩),20230226
B10,서울특별시교육청,강서구,학원,3000031957,채움스피치학원,20180608,20180608,개원,,,21,25,기타(대),기타(중),화술/,화술,,Y,N,07807,서울특별시 강서구 마곡중앙1로 14,/ 303호/304호 (마곡동/ M밸리 W TOWER Ⅳ),20230226
B10,서울특별시교육청,강서구,학원,3000042487,책나무&수노리학원,20221017,20221017,개원,,,56,25,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,07691,서울특별시 강서구 강서로 254,/ 상가동 305호 (화곡동/ 우장산아이파크이편한세상),20230226
