시도교육청코드,시도교육청명,행정구역명,학원교습소명,학원지정번호,학원명,개설일자,등록일자,등록상태명,휴원시작일자,휴원종료일자,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정목록명,교습과정명,인당수강료내용,수강료공개여부,기숙사학원여부,도로명우편번호,도로명주소,도로명상세주소,수정일
B10,서울특별시교육청,강서구,교습소,3000036718,1:1.618실험과학교습소,20200414,20200414,개원,,,8,4,입시.검정 및 보습,보통교과,,보습,,Y,N,07703,서울특별시 강서구 화곡로13길 107,/ 103호 (화곡동/ 화곡푸르지오 상가에이동),20230226
B10,서울특별시교육청,강서구,교습소,3000026323,1대2수학교습소,20160608,20160608,개원,,,20,5,입시.검정 및 보습,보통교과,초등수학,보습,초등수학:200000/ 중등수학:280000/ 고등수학:360000/ 고등수학(심화):450000,Y,N,07595,서울특별시 강서구 방화대로34길 102,/ 2층일부 (방화동),20230226
B10,서울특별시교육청,강서구,교습소,3000024285,3030가양영어교습소,20151001,20151001,개원,,,20,5,입시.검정 및 보습,보통교과,초등A,보습,초등A:200000/ 초등B:220000/ 초등C:235000/ 중등A:280000,Y,N,157804,서울특별시 강서구 양천로 507,/ 2층 206호 (가양동/ 강나루현대아파트),20230226
B10,서울특별시교육청,강서구,교습소,3000029366,3030잉글리쉬영어교습소,20170701,20170620,개원,,,24,8,입시.검정 및 보습,보통교과,초등영어1,보습,,Y,N,07541,서울특별시 강서구 양천로75길 19,/ 상가동 지하1층 03호 (염창동/ 강변힐스테이트아파트),20230226
B10,서울특별시교육청,강서구,교습소,3000039234,가양뮤즈음악교습소,20210622,20210622,개원,,,20,6,예능(대),예능(중),,음악,,Y,N,07531,서울특별시 강서구 허준로 175,/ 상가동 305호 (가양동/ 가양6단지아파트),20230226
B10,서울특별시교육청,강서구,교습소,16242,가양점프미술교습소,20070213,20070213,개원,,,42,7,예능(대),예능(중),미술일반1,미술,미술일반1:60000/ 미술일반2:100000/ 미술일반3:130000/ 미술입시1:100000/ 미술입시2:140000/ 미술입시3:250000,Y,N,157742,서울특별시 강서구 허준로 47,가양도시개발공사아파트 상가 3층 304호일부 (가양동),20230319
B10,서울특별시교육청,강서구,교습소,3000038107,가온누리토론논술교습소,20201228,20201228,개원,,,15,5,입시.검정 및 보습,보통교과,초등토론논술A,보습·논술,초등토론논술A:70000/ 초등토론논술B:110000/ 중등토론논술:130000,Y,N,07638,서울특별시 강서구 강서로45길 132-12,/ 1층 일부 (내발산동),20230226
B10,서울특별시교육청,강서구,교습소,3000038631,가우스수학교습소,20210316,20210316,개원,,,10,5,입시.검정 및 보습,보통교과,,보습,,Y,N,07554,서울특별시 강서구 양천로 658,/ 7층 일부 (염창동),20230226
B10,서울특별시교육청,강서구,교습소,3000033849,가우스엠(M)수학교습소,20190306,20190306,개원,,,84,7,입시.검정 및 보습,보통교과,초등1,보습,초등1:170000/ 초등2:190000/ 중등1:210000/ 중등2:250000/ 고등1:300000/ 고등2:300000/ 고등3:350000/ 고등4:400000/ 고등5:450000/ 고등6:600000/ 중등3:220000/ 고등7:500000,Y,N,07587,서울특별시 강서구 공항대로41길 66,/ 407호 (등촌동/ 세신등촌종합상가),20230226
B10,서울특별시교육청,강서구,교습소,11024,강서꿀수학교습소,20050830,20050830,개원,20131206,20141206,45,5,입시.검정 및 보습,보통교과,초등A,보습,초등A:190000/ 초등B:240000/ 초등C:270000/ 중등A:240000/ 중등B:300000/ 중등C:350000/ 고등A:280000/ 고등B:350000/ 고등C:400000,Y,N,157835,서울특별시 강서구 강서로45길 36,2층 (내발산동),20230226
B10,서울특별시교육청,강서구,교습소,3000037986,강서수력발전소수학교습소,20201203,20201203,개원,,,207,9,입시.검정 및 보습,보통교과,초등A,보습,초등A:280000/ 고등A:300000/ 고등B:320000/ 고등C:350000/ 고등D:450000/ 고등기하:220000/ 고등확통:220000/ 고등미적:220000/ 중등A:300000/ 중등B:320000/ 중등C:290000/ 중등특강A:90000/ 중등특강B:190000/ 고등특강C:100000/ 고등특강D:200000/ 중등K:240000/ 고등E:350000/ 고등F:170000/ 중등특강E:140000/ 고1:340000/ 고등특강F:150000/ 고등특강G:160000/ 중등D:310000,Y,N,07680,서울특별시 강서구 강서로 316,/ 5층 일부 (내발산동/ 창우빌딩),20230226
B10,서울특별시교육청,강서구,교습소,13421,강서알프레드피아노교습소,20060418,20060418,개원,,,12,5,예능(대),예능(중),피아노초급,음악,피아노초급:150000/ 피아노중급:160000/ 피아노고급:170000,Y,N,157893,서울특별시 강서구 등촌로13바길 96,1층 (화곡동),20230226
B10,서울특별시교육청,강서구,교습소,5063,강서오케스트라음악교습소,20040211,20040211,개원,,,16,8,예능(대),예능(중),음악기초,음악,음악기초:130000/ 음악중급:140000,N,N,157782,서울특별시 강서구 방화대로48길 40,도시개발아파트 2-2단지상가 205 206호 (방화동),20230226
B10,서울특별시교육청,강서구,교습소,3000026692,강서우장한솔플러스수학교습소,20160725,20160725,개원,,,108,9,입시.검정 및 보습,보통교과,초등수학A,보습,초등수학A:150000/ 초등수학B:160000/ 초등수학C:170000/ 초등수학D:180000/ 초등수학1:60000/ 초등수학2:70000/ 중등수학E:220000/ 중등수학F:230000/ 중등수학G:240000/ 중등수학H:250000/ 중등수학3:80000/ 중등수학4:100000,Y,N,07695,서울특별시 강서구 우현로 5,/ 202호 (화곡동),20230226
B10,서울특별시교육청,강서구,교습소,3000034691,강서유니아트미술교습소,20190627,20190627,개원,,,6,6,예능(대),예능(중),,미술,,Y,N,07700,서울특별시 강서구 화곡로31길 25,/ 1층일부 (화곡동),20230226
B10,서울특별시교육청,강서구,교습소,24208,강서혜윰수학교습소,20090605,20090605,개원,,,108,9,입시.검정 및 보습,보통교과,초등A,보습,초등A:200000/ 초등B:220000/ 초등C:240000/ 중등A:270000/ 중등B:300000/ 중등C:330000/ 중등D:360000/ 고등A:400000/ 고등B:450000/ 고등C:500000/ 고등수학A:100000/ 고등수학B:150000,Y,N,07803,서울특별시 강서구 강서로 385,/ 910호 일부 (마곡동),20230226
B10,서울특별시교육청,강서구,교습소,3000028867,강서힐스테이트한우리독서토론논술교습소,20170417,20170417,개원,,,40,4,입시.검정 및 보습,보통교과,초등논술1,보습·논술,초등논술1:77000/ 초등논술2:87000/ 초등논술3:85000/ 초등논술4:95000/ 중등논술1:104300/ 중등논술2:114300/ 중등논술3:115000/ 중등논술4:125000/ 고등논술1:154300/ 고등논술2:184300,Y,N,07695,서울특별시 강서구 우현로 15,/ 4층(401호) 일부 (화곡동),20230226
B10,서울특별시교육청,강서구,교습소,23839,경서음악교습소,20081031,20081031,개원,,,29,9,예능(대),예능(중),피아노초급,음악,피아노초급:130000/ 피아노중급A:140000/ 피아노중급B:150000/ 피아노고급A:160000/ 바이올린:140000,Y,N,07690,서울특별시 강서구 우현로 26,/ 101동 비102호 (화곡동/ 우장산 에스케이 뷰),20230226
B10,서울특별시교육청,강서구,교습소,3000038377,경희음악교습소,20210203,20210203,개원,,,75,5,예능(대),예능(중),드럼1,음악,드럼1:170000/ 기타1:170000/ 작곡1:170000/ 피아노1:170000/ 보컬1:170000/ 드럼2:180000/ 기타2:180000/ 작곡2:180000/ 피아노2:180000/ 보컬2:180000/ 드럼(입시)3:300000/ 기타(입시)3:300000/ 작곡(입시)3:300000/ 피아노(입시)3:300000/ 보컬(입시)3:300000,Y,N,07681,서울특별시 강서구 강서로48길 39,/ 1층 일부 (내발산동),20230226
B10,서울특별시교육청,강서구,교습소,3000042008,경희피아노스튜디오음악교습소,20220803,20220803,개원,,,54,9,예능(대),예능(중),,음악,,Y,N,07807,서울특별시 강서구 마곡중앙1로 26,/ 208호 (마곡동/ 엠리체),20230226
B10,서울특별시교육청,강서구,교습소,3000026592,고릴라영어교습소,20160711,20160711,개원,,,54,9,입시.검정 및 보습,보통교과,영어(고등기본),보습,,Y,N,07569,서울특별시 강서구 화곡로66길 90,/ 생활편익시설 204호/205호 (등촌동/ 등촌동코오롱아파트),20230226
B10,서울특별시교육청,강서구,교습소,3000020942,고쌤잉글리쉬영어교습소,20140826,20140826,개원,,,72,9,입시.검정 및 보습,보통교과,초등A,보습,초등A:213000/ 초등B:189000/ 초등C:284000/ 중등A:205000/ 중등B:308000/ 고등A:340000/ 고등B:283000/ 고등C:226800,Y,N,157930,서울특별시 강서구 공항대로41길 51,/ 세신그린코아빌딩 4층406호 (등촌동),20230226
B10,서울특별시교육청,강서구,교습소,3000011321,고양이미술상자미술교습소,20110613,20110613,개원,,,21,7,예능(대),예능(중),소모,미술,소모:100000/ 수채화:100000/ 아동화:100000,Y,N,157280,서울특별시 강서구 공항대로42길 54-6,3층 일부 (내발산동),20230226
B10,서울특별시교육청,강서구,교습소,15547,고운그림미술교습소,20061211,20061211,개원,,,20,5,예능(대),예능(중),미술(주2),미술,,Y,,157895,서울특별시 강서구 초록마을로 51,1층일부 (화곡동),20230226
B10,서울특별시교육청,강서구,교습소,3000042401,고은그림미술교습소,20221011,20221011,개원,,,18,9,예능(대),예능(중),,미술,,Y,N,07651,서울특별시 강서구 강서로 348,/ 상가1동 507호 (내발산동/ 우장산힐스테이트),20230226
B10,서울특별시교육청,강서구,교습소,3000026996,공감수학교습소,20160831,20160831,개원,,,90,9,입시.검정 및 보습,보통교과,수학(초등),보습,수학(초등):270000/ 수학(초등):30000/ 수학(초등):60000/ 수학(중등):290000/ 수학(중등):60000/ 수학(중등):70000/ 수학(중등):80000/ 수학(고등):320000/ 수학(고등):20000/ 수학(고등):80000,Y,N,07635,서울특별시 강서구 수명로 76,/ 서울메디스테이트빌딩 602호 (내발산동),20230226
B10,서울특별시교육청,강서구,교습소,3000034524,공부잘하는영어교습소,20190531,20190531,개원,,,27,9,입시.검정 및 보습,보통교과,,보습,초등영어:230000/ 중등영어:250000/ 고등영어:350000/ 중등영어(특강):80000/ 고등영어:350000/ 고등영어(특강):100000,Y,N,07595,서울특별시 강서구 방화대로34길 86,/ 4층일부 (방화동),20230226
B10,서울특별시교육청,강서구,교습소,3000038975,그랑그림미술교습소,20210507,20210507,개원,,,28,7,예능(대),예능(중),초등A,미술,초등A:90000/ 초등B:100000/ 초등C:120000/ 초등D:140000,Y,N,07807,서울특별시 강서구 마곡중앙1로 20,/ 302호 (마곡동/ 마곡 M시그니처),20230226
B10,서울특별시교육청,강서구,교습소,3000024498,그레이스교육수학교습소,20151104,20151104,개원,,,27,3,입시.검정 및 보습,보통교과,A초등수학(저),보습,,Y,N,07750,서울특별시 강서구 곰달래로 177-3,/ 1층일부 (화곡동),20230226
B10,서울특별시교육청,강서구,교습소,3000042615,그리밍아트미술교습소,20221111,20221111,개원,,,63,9,예능(대),예능(중),,미술,,Y,N,07570,서울특별시 강서구 공항대로55길 9-7,/ 1층 일부 (등촌동/ 에스앤케이빌딩),20230226
B10,서울특별시교육청,강서구,교습소,3000021508,그린트리수학교습소,20141001,20141031,개원,,,117,9,입시.검정 및 보습,보통교과,초등A2,보습,초등A2:140000/ 초등A3:210000/ 초등B2:170000/ 초등B3:240000/ 중1A2:200000/ 중1B3:270000/ 중2A:290000/ 중3A:300000/ 고1A:330000/ 고2A:350000/ 고2B:380000/ 고3A:360000/ 고3B:400000,Y,N,07639,서울특별시 강서구 강서로47가길 33,/ 1층 일부 (내발산동),20230226
B10,서울특별시교육청,강서구,교습소,3000022777,그림두드림미술교습소,20150323,20150323,개원,,,45,9,예능(대),예능(중),미술A,미술,미술A:100000/ 미술B:110000/ 미술C:140000/ 미술D:150000/ 미술E:170000,Y,N,157937,서울특별시 강서구 수명로 68-27,/ 501호 일부 (내발산동/ 웨스트엔드 문화센터),20230226
B10,서울특별시교육청,강서구,교습소,3000023016,그림뜰미술교습소,20150413,20150410,개원,,,18,6,예능(대),예능(중),초등A,미술,초등A:80000/ 초등B:120000/ 초등C:150000,Y,N,157904,서울특별시 강서구 곰달래로35길 17,/ 1층 일부 (화곡동),20230226
B10,서울특별시교육청,강서구,교습소,3000034993,그림사이미술교습소,20190808,20190808,개원,,,90,9,예능(대),예능(중),,미술,초등미술45-2:60000/ 초등미술45-3:95000/ 초등미술60-2:80000/ 초등미술60-3:110000/ 초등미술70-2:100000/ 초등미술70-3:155000/ 초등미술100-2:140000/ 초등미술100-3:185000/ 초등미술160-1:118000/ 초등미술180-1:125000/ 초등미술120-1:80000/ 초등미술120-2:150000/ 초등미술120-3:200000/ 캔버스1:240000/ 캔버스2:320000,Y,N,07579,서울특별시 강서구 공항대로39길 100,/ 등촌대림아파트상가 302호 (등촌동/ 대림아파트),20230226
B10,서울특별시교육청,강서구,교습소,3000031501,그림아트스튜디오강서염창점미술교습소,20180402,20180402,개원,,,3,3,예능(대),예능(중),,미술,,Y,N,07535,서울특별시 강서구 양천로67길 99,/ 리첸빌딩 2층일부 (염창동),20230226
B10,서울특별시교육청,강서구,교습소,28173,그림아트우장산미술교습소,20100331,20100331,개원,,,35,7,예능(대),예능(중),미술초급1,미술,미술초급1:85000/ 미술초급2:120000/ 미술중급1:90000/ 미술중급2:130000/ 미술고급:100000,Y,N,157280,서울특별시 강서구 강서로46길 43,1층 일부 (내발산동),20230226
B10,서울특별시교육청,강서구,교습소,3000042165,그림일기스튜디오미술교습소,20220825,20220825,개원,,,16,8,예능(대),예능(중),,미술,,Y,N,07807,서울특별시 강서구 마곡중앙1로 20,/ 223호 (마곡동/ 마곡 M시그니처),20230226
B10,서울특별시교육청,강서구,교습소,3000042185,그림정원미술교습소,20220902,20220902,개원,,,32,8,예능(대),예능(중),,미술,,Y,N,07807,서울특별시 강서구 마곡중앙1로 20,/ 201호 (마곡동/ 마곡 M시그니처),20230226
B10,서울특별시교육청,강서구,교습소,13072,그림친구미술교습소,20060315,20060315,개원,,,24,8,예능(대),예능(중),,미술,초등(주1회):75000/ 초등(주2회):120000/ 중등(주1회):90000/ 고급미술3:65000,Y,N,157846,서울특별시 강서구 방화대로34길 57,1층 일부 (방화동),20230226
B10,서울특별시교육청,강서구,교습소,3000016525,길갈드럼교습소,20130228,20130228,개원,,,3,3,예능(대),예능(중),드럼(성인고급),음악,드럼(성인고급):200000/ 드럼(성인초급):160000/ 드럼(학생):130000,Y,N,157930,서울특별시 강서구 공항대로41길 66,/ 세신등촌종합상가 401호 (등촌동/세신종합상가),20230319
B10,서울특별시교육청,강서구,교습소,24192,김경아피아노교습소,20090602,20090602,개원,,,12,4,예능(대),예능(중),피아노1,음악,피아노1:150000/ 피아노2:160000/ 피아노3:170000,N,N,157861,서울특별시 강서구 양천로 613-1,2층 2호 (염창동),20230226
B10,서울특별시교육청,강서구,교습소,3000036563,김선생국어교습소,20200317,20200317,개원,,,12,4,입시.검정 및 보습,보통교과,,보습,,Y,N,07536,서울특별시 강서구 양천로69길 58,/ 상가동 307호 일부 (염창동/ 염창동아아파트),20230226
B10,서울특별시교육청,강서구,교습소,3000038152,김쌤수학교습소,20201231,20201231,개원,,,24,8,입시.검정 및 보습,보통교과,,보습,,Y,N,07570,서울특별시 강서구 공항대로53길 37,/ 1층 일부 (등촌동),20230226
B10,서울특별시교육청,강서구,교습소,3000026326,김영은음악교습소,20160608,20160608,개원,,,5,5,예능(대),예능(중),플루트(초중고),음악,플루트(초중고):140000,Y,N,07681,서울특별시 강서구 우장산로2길 5,/ 1층일부 (내발산동),20230226
B10,서울특별시교육청,강서구,교습소,15092,김윤주국어교습소,20061025,20061025,개원,,,7,7,입시.검정 및 보습,보통교과,초등국어,보습,,Y,N,157857,서울특별시 강서구 금낭화로 145,에어뷰21-1 오피스텔207호 (방화동),20230226
B10,서울특별시교육청,강서구,교습소,3000031616,김이희피아노교습소,20180416,20180416,개원,,,17,5,예능(대),예능(중),피아노 입시 A 주1회,음악,,Y,N,07533,서울특별시 강서구 허준로 176,/ 상가동 205호 (가양동/ 가양도시개발공사아파트(가양8단지아파트)),20230226
B10,서울특별시교육청,강서구,교습소,3000023212,김태희이화음악교습소,20150511,20150508,개원,,,20,5,예능(대),예능(중),,음악,피아노A(입시):120000/ 피아노B(입시):130000/ 피아노C(입시):140000/ 피아노D(입시):150000/ 체르니50:150000/ 작품반:150000/ 단소:20000/ 오카리나:20000/ 리코더:20000,Y,N,07605,서울특별시 강서구 양천로24길 63,/ 2층 일부 (방화동),20230226
B10,서울특별시교육청,강서구,교습소,3000010151,김호정음악교습소,20110311,20110311,개원,,,15,9,예능(대),예능(중),피아노,음악,,Y,N,07746,서울특별시 강서구 곰달래로31가길 37,/ B01호 (화곡동/ 수정하이빌),20230226
B10,서울특별시교육청,강서구,교습소,3000043356,꼬마뜨미술교습소,20230222,20230222,개원,,,18,9,예능(대),예능(중),,미술,,Y,N,07703,서울특별시 강서구 화곡로13길 107,/ 상가씨동 205호 (화곡동/ 화곡푸르지오),20230305
B10,서울특별시교육청,강서구,교습소,12612,꼬마엔젤음악교습소,20060201,20060201,개원,,,25,9,예능(대),예능(중),바이엘,음악,바이엘:130000/ 피아노체르니100:140000/ 피아노체르니30:150000/ 피아노체르니40:160000/ 피아노체르니50:170000,Y,N,157925,서울특별시 강서구 화곡로24길 40,2층 일부 (화곡동),20230226
