crosswalk_id,bus,on_bus,off_bus,distance
06-0000028775,수명산파크5단지아파트,363.6829268292683,22.82926829268293,177.40183042809477
06-0000027810,등촌역1번출구,272.1219512195122,186.3658536585366,177.46637365371424
06-0000013039,개화산역,12.48780487804878,28.75,177.54010323159085
06-0000052453,태영송화아파트,77.2,45.37560975609756,177.65435472993596
06-0000045715,마곡동로사거리,49.59071729957806,55.063291139240505,177.67455444082893
06-0000037742,공항시장,29.0565371024735,24.29328621908127,177.92202122603757
06-0000037813,공항시장,29.0565371024735,24.29328621908127,178.08273864714272
06-0000028104,화곡중앙골목시장,255.2780487804878,179.9121951219512,178.1497289690958
06-0000047268,새마을금고,18.902439024390244,65.07317073170732,178.17142433458957
06-0000049625,서울호서전문학교.등촌주공3단지아파트,76.03135888501743,85.95121951219512,178.30858406469545
06-0000013266,등촌역1번출구,272.1219512195122,186.3658536585366,178.40850000806572
06-0000045846,마곡엠밸리7단지입구,2.6153846153846154,1.8205128205128205,178.4539765606515
06-0000002735,명덕고등학교.서울스타병원,96.15945330296128,95.9521640091116,178.65920596540116
06-0000027815,백석초등학교.한국임업진흥원,116.97560975609755,122.48780487804878,178.69585463124952
06-0000027841,가양도시개발9단지.세현고등학교,62.15243902439025,74.84756097560975,179.34991264510307
06-0000045882,롯데R&D센터,26.60975609756097,39.31707317073171,179.71962196637813
06-0000052826,가로공원.나누리병원,143.609756097561,59.90243902439025,179.88610710425866
06-0000028065,염창동관음삼성아파트,160.7219512195122,64.24878048780488,179.89342446440298
06-0000029763,다솔마을.강서농수산물도매시장,55.26829268292683,83.3170731707317,179.9062789123087
06-0000049605,LG사이언스파크,44.78048780487805,66.97560975609755,180.22303024575442
06-0000049604,서울식물원.숲문화학교,5.780487804878049,19.682926829268293,180.27983512617558
06-0000026031,겸재정선미술관입구,0.2195121951219512,26.87804878048781,180.3000963341899
06-0000027814,백석초등학교.한국임업진흥원,116.97560975609755,122.48780487804878,180.3687883263736
06-0000052459,태영송화아파트,77.2,45.37560975609756,181.2923144291651
06-0000013267,등촌역1번출구,272.1219512195122,186.3658536585366,181.52909451139544
06-0000044804,마곡엠밸리3단지입구,5.365853658536586,1.146341463414634,181.61272087342792
06-0000028780,마곡수명산파크5단지.6단지,359.9756097560976,23.02439024390244,181.83976051901874
06-0000025951,본동사무소,12.21951219512195,76.08536585365853,181.88482467722932
06-0000013050,서광아파트,0.3414634146341463,30.0,181.92238492144418
06-0000049659,LG사이언스파크,44.78048780487805,66.97560975609755,181.9867593162551
06-0000013686,화원중학교,78.4390243902439,67.5609756097561,182.26598010796113
06-0000052452,태영송화아파트,77.2,45.37560975609756,182.2822576845987
06-0000035041,공원앞,0.2439024390243902,96.8780487804878,182.44847782328765
